function_id,function,module,roles,priority,trigger,core_result,data_objects,evidence,acceptance_focus,state_exception_permission_rule,source_fc
F-2014,预填分组下拉填充渠道/令牌配置,预填分组,admin,P2,前端配置渠道/令牌时按 type 拉取分组,GET /api/prefill_group?type=xxx 按类型返回分组列表供前端下拉一键填充,PrefillGroup,controller/prefill_group.go:13-20 GetPrefillGroups 按 c.Query(type) 过滤 GetAllPrefillGroups；REPO-INSPECTION D6 用于前端下拉快速填充减少重复输入,传 type=model 仅返回 model 类型分组；选中分组后前端能用其 Items 填充模型多选框,按 type 过滤返回；AdminAuth 限定,FC-040
F-2015,预填分组软删除,预填分组,admin,P2,管理员 DELETE /api/prefill_group/:id,按 id 软删除分组，保留历史不物理移除,PrefillGroup,controller/prefill_group.go:78-90 DeletePrefillGroup 调 DeletePrefillGroupByID；REPO-INSPECTION D6 PrefillGroup 软删除,删除后 GetPrefillGroups 不再返回该组；非数字 id 返回参数错误,软删除(非物理删除)；仅 AdminAuth 可删,FC-041
F-2016,渠道 CRUD/搜索/批量操作,渠道管理与上游路由,admin,P0,管理员管理渠道,创建/编辑/删除/搜索渠道及批量操作，渠道含 Type/Key/Models/Group/Priority/Weight 等核心配置,Channel(Type/Key/Weight/Priority/Group/Models/Status),model/channel.go:29-52 Channel struct(Status/Name/Weight/Priority/AutoBan/Tag/Setting...)；REPO-INSPECTION D7 controller/channel.go CRUD/搜索/批量,创建渠道后可按 name 搜索命中；批量删除指定 id 集合后查库不存在,渠道默认 Status=1(启用)；仅管理员可 CRUD；Key 等敏感字段受权限保护,FC-042
F-2017,渠道连通性测试(单/全量),渠道管理与上游路由,admin,P1,管理员触发 channel test,用 TestModel 或首个 model 发测试请求，记录 TestTime 与响应耗时，部分异步渠道类型不支持,Channel(TestModel/TestTime),controller/channel-test.go:77-121 testChannel 选择 testModel、normalizeChannelTestEndpoint 决定 path；:79-93 unsupportedTestChannelTypes 列表,"对 OpenAI 渠道 test 返回耗时与成功；对 Midjourney/Suno/Kling/Jimeng/DoubaoVideo/Vidu 渠道返回""channel test is not supported""",MJ/Suno/Kling/Jimeng/DoubaoVideo/Vidu 七类异步渠道明确不支持连通性测试(channel-test.go:80-92)；Codex 渠道默认走 OpenAIResponse 端点,FC-043
F-2018,渠道上游余额查询与更新,渠道管理与上游路由,admin,P2,管理员触发余额更新(单/全量),查询上游渠道余额并更新本地记录,Channel,controller/channel-billing.go:424 UpdateChannelBalance(按 id)、:484 UpdateAllChannelsBalance 调 updateAllChannelsBalance(),单渠道更新后返回该渠道最新 balance；全量更新批量刷新各渠道余额,全量更新当前为同步实现(代码注释 TODO: make it async)；仅管理员可触发,FC-044
F-2019,按 tag 批量启用/禁用渠道,渠道管理与上游路由,admin,P1,管理员对某 tag 执行启停,按 tag 批量将渠道状态置为启用或手动禁用,Channel(Tag/Status),model/channel.go:781-793 EnableChannelByTag 置 ChannelStatusEnabled、DisableChannelByTag 置 ChannelStatusManuallyDisabled,对 tag=X 执行禁用后该 tag 下所有渠道 status=手动禁用；启用后恢复 status=启用,按 tag 禁用写 ChannelStatusManuallyDisabled(手动禁用，区别于自动禁用)；仅管理员可操作,FC-045
F-2020,渠道多 Key 模式管理(轮询/随机选 Key),渠道管理与上游路由,admin,P1,多 Key 渠道被选中发起请求,按 MultiKeyMode(随机/轮询)从启用 Key 中选一个，轮询模式用渠道级锁推进 PollingIndex 并跳过禁用 Key,Channel(IsMultiKey/MultiKeySize/MultiKeyStatusList/MultiKeyDisabledReason/MultiKeyPollingIndex/MultiKeyMode),model/channel.go:63-69 多 Key 字段；:242-266 MultiKeyModeRandom 随机选启用 Key、MultiKeyModePolling 加锁从 PollingIndex 找下一启用 Key,随机模式连续选 Key 命中不同启用索引；轮询模式按序推进 PollingIndex 并跳过 status!=启用 的 Key,禁用 Key 记录于 MultiKeyDisabledReason/MultiKeyDisabledTime，selectKey 跳过；轮询索引越界(start<0||>=len)时回绕；MemoryCache 关闭时需持久化 PollingIndex,FC-046
F-2021,模型映射/重定向,渠道管理与上游路由,admin,P1,请求模型经渠道转发前,按 ModelMapping 将请求模型名重定向为上游真实模型名,Channel(ModelMapping),model/channel.go:42 ModelMapping *string type:text；REPO-INSPECTION D7 模型映射/重定向,配置 gpt-4o→上游别名后，以 gpt-4o 请求实际发往映射后的模型,ModelMapping 为 JSON 文本，空则不重定向；仅管理员可配置,FC-047
F-2022,状态码映射,渠道管理与上游路由,admin,P2,上游返回非预期状态码,按 StatusCodeMapping 将上游状态码改写为对外状态码,Channel(StatusCodeMapping),model/channel.go:44 StatusCodeMapping *string varchar(1024)；REPO-INSPECTION D7 状态码映射,配置 524→500 后上游返回 524 时对外返回 500,StatusCodeMapping 长度上限 1024 字符；为空则透传原状态码,FC-048
F-2023,渠道自动禁用(AutoBan)与触发条件,渠道管理与上游路由,system,P0,relay 调用渠道返回错误,满足自动禁用条件时将渠道置为自动禁用状态并通知 root 用户,"Channel(AutoBan/Status),types.ChannelError",model/channel.go:338-342 GetAutoBan(AutoBan==1)；service/channel.go:19-34 DisableChannel(AutoBan 才禁用，置 ChannelStatusAutoDisabled 并 NotifyRootUser)；:45-65 ShouldDisableChannel,渠道 AutoBan=1 且命中 channel error/禁用状态码/禁用关键词时渠道被置自动禁用并通知 root；AutoBan=0 时跳过禁用,禁用条件：全局 AutomaticDisableChannelEnabled 开启 且(IsChannelError 或 状态码命中 ShouldDisableByStatusCode 或 错误信息命中 AutomaticDisableKeywords)；SkipRetryError 不禁用；置 ChannelStatusAutoDisabled,FC-049
F-2024,渠道自动恢复(AutoEnable)条件,渠道管理与上游路由,system,P1,被自动禁用渠道后续请求成功,满足条件时将自动禁用渠道恢复启用并通知 root,Channel(Status),service/channel.go:67-78 ShouldEnableChannel(AutomaticEnableChannelEnabled 且 无错误 且 status==ChannelStatusAutoDisabled 才恢复)；:36-43 EnableChannel,自动禁用渠道在请求成功且开关开启时被恢复为启用并通知 root,仅恢复 status==ChannelStatusAutoDisabled 的渠道(手动禁用不自动恢复)；需 AutomaticEnableChannelEnabled 开启 且本次无错误,FC-050
F-2025,参数/请求头覆写(ParamOverride/HeaderOverride),渠道管理与上游路由,admin,P2,渠道转发上游请求前,按 ParamOverride 覆写请求体参数、按 HeaderOverride 覆写请求头,Channel(ParamOverride/HeaderOverride),model/channel.go:50-51 ParamOverride/HeaderOverride *string type:text；REPO-INSPECTION D7 参数/请求头覆写,配置 ParamOverride 设 temperature=0 后转发请求体被覆写；HeaderOverride 注入自定义 header,均为 JSON 文本配置，空则不覆写；亲和缓存规则也可用 pass_headers 模板透传(见 F-2034)；仅管理员可配置,FC-050
F-2026,上游模型探测与同步(fetch_models / detect & apply),渠道管理与上游路由,admin,P2,管理员对渠道执行模型探测,探测上游支持的模型列表并预览/应用到渠道 Models,Channel(Models),REPO-INSPECTION D7 controller/channel_upstream_update.go upstream detect & apply、fetch_models,对渠道执行 fetch_models 返回上游模型列表；apply 后渠道 Models 更新为探测结果,探测为预览-应用两步，仅管理员可执行；应用前不改动 Models,FC-051
F-2027,Ollama 模型管理(pull/delete/version),渠道管理与上游路由,admin,P3,管理员管理 Ollama 渠道模型,对 Ollama 渠道执行模型拉取/删除/查版本,Channel,REPO-INSPECTION D7 controller/channel.go Ollama 模型 pull/delete/version,对 Ollama 渠道 pull 指定模型后该模型可用；delete 后不可用,仅 Ollama 类型渠道适用；仅管理员可操作,FC-052
F-2028,优先级+权重随机路由选渠道,渠道管理与上游路由,system,P0,relay 为请求选择满足渠道,在满足(分组+模型)的渠道中按 Priority 分层、同层按 Weight 加权随机选一个渠道,"Channel(Priority/Weight),Ability","service/channel_select.go:155-159 非 auto 分组调 model.GetRandomSatisfiedChannel(group,model,retry)；REPO-INSPECTION D7 GetRandomSatisfiedChannel 优先级+权重随机；model/channel.go:31/45 Weight/Priority",同分组同模型多渠道，按 priorityRetry 递增逐层选择，最高优先级层内权重越大被选概率越高,按 retry 次数对应优先级层级(priorityRetry)逐层降级；无满足渠道时返回 nil/err；Weight 默认 0、Priority 默认 0,FC-053
F-2029,会话亲和键提取与渠道粘连,亲和缓存,system,P0,请求命中亲和规则,按规则的 model_regex/path_regex/key_sources 提取会话键，命中缓存则复用上次成功渠道,"ChannelAffinityRule(ModelRegex/PathRegex/KeySources),ChannelSatisfy",setting/operation_setting/channel_affinity_setting.go:5-37 规则结构；:84-113 内置 codex(gpt-* + /v1/responses + gjson prompt_cache_key) 与 claude(claude-* + /v1/messages + gjson metadata.user_id) 规则,以同一 prompt_cache_key 连续发 gpt 请求，首次选定渠道后续命中复用同一渠道,会话键提取支持 gjson/request_header/context_int/context_string 四种 source；可叠加 IncludeUsingGroup/IncludeModelName/IncludeRuleName 进入缓存键；ValueRegex 可对提取值做约束,FC-066
F-2030,内置 codex/claude CLI header 透传模板,亲和缓存,system,P1,codex/claude 规则命中,对命中规则的请求按 pass_headers 模板透传 CLI 专属 header(keep_origin),ChannelAffinityRule(ParamOverrideTemplate),channel_affinity_setting.go:39-61 codexCliPassThroughHeaders(Originator/Session_id/X-Codex-Beta-Features/X-Codex-Turn-Metadata 等)与 claudeCliPassThroughHeaders(X-Stainless-*/Anthropic-Beta/Anthropic-Version 等)；:63-75 buildPassHeaderTemplate mode=pass_headers keep_origin=true,codex 规则命中时 X-Codex-Turn-Metadata 等 header 被透传上游；claude 规则命中时 Anthropic-Beta 等被透传,模板 mode=pass_headers 且 keep_origin=true(保留原始 header)；模板内置不可被普通请求覆盖,FC-067
F-2031,亲和缓存策略配置(SwitchOnSuccess/TTL/MaxEntries/SkipRetryOnFailure),亲和缓存,admin,P1,管理员配置亲和缓存,配置缓存开关、成功才切换、默认 TTL、最大条目数、失败是否跳过重试等策略,"ChannelAffinitySetting(Enabled/SwitchOnSuccess/MaxEntries/DefaultTTLSeconds),ChannelAffinityRule(SkipRetryOnFailure/TTLSeconds)",channel_affinity_setting.go:30-37 设置结构；:77-82 默认 Enabled=true/SwitchOnSuccess=true/MaxEntries=100000/DefaultTTLSeconds=3600；规则级 SkipRetryOnFailure=true,调整 MaxEntries 后缓存条目上限随之变化；SkipRetryOnFailure=true 的规则失败时不切换渠道重试,SwitchOnSuccess=true 表示仅请求成功才把会话粘到该渠道；规则级 TTLSeconds=0 时回退到 DefaultTTLSeconds=3600；KeepOnChannelDisabled 控制渠道禁用后是否保留缓存,FC-068
F-2032,清空亲和缓存(全部/按规则名),亲和缓存,admin,P2,管理员调用清缓存接口,按 all=true 清空全部或按 rule_name 清空指定规则缓存，返回删除条数,ChannelAffinitySetting,controller/channel_affinity_cache.go:20-60 ClearChannelAffinityCache(all=true 调 ClearChannelAffinityCacheAll；否则按 rule_name 调 ClearChannelAffinityCacheByRuleName),传 all=true 返回 deleted 条数；传 rule_name 仅清该规则缓存；二者都不传返回 400 提示缺参数,"必须传 rule_name 或 all=true，否则返回""缺少参数：rule_name，或使用 all=true 清空全部""；仅管理员可清",FC-069
F-2033,亲和缓存用量统计查询,亲和缓存,admin,P3,管理员查询某规则会话键用量,按 rule_name+key_fp(+using_group)返回该会话键命中渠道的用量统计,ChannelAffinitySetting,controller/channel_affinity_cache.go:62-88 GetChannelAffinityUsageCacheStats 强制 rule_name 与 key_fp 非空,"缺 rule_name 返回""missing param: rule_name""；缺 key_fp 返回""missing param: key_fp""；齐全返回 stats",rule_name 与 key_fp 均必填(任一缺失返回 400)；using_group 可选；仅管理员可查,FC-069
F-2034,亲和命中跳过重试(SkipRetryOnFailure),亲和缓存,system,P1,亲和命中渠道请求失败,命中 SkipRetryOnFailure 规则的请求失败时不触发跨渠道重试,ChannelAffinityRule(SkipRetryOnFailure),channel_affinity_setting.go:23 SkipRetryOnFailure 字段；:94/:109 内置 codex/claude 规则均 SkipRetryOnFailure=true,codex 规则命中的请求上游报错时直接返回错误而非换渠道重试,SkipRetryOnFailure=true 时失败不重试(保证会话稳定性，避免缓存被刷新到其他渠道)；默认 false 的自定义规则失败仍走正常重试,FC-068
F-2035,auto 分组逐组耗尽优先级后切下一组重试,跨分组重试,system,P0,令牌使用 auto 分组发起请求,在 auto 分组下逐组从当前优先级选满足渠道，当前组优先级用尽(返回 nil)则切到下一分组重试,"Channel,RetryParam(TokenGroup/Retry),ContextKeyAutoGroupIndex","service/channel_select.go:83-162 CacheGetRandomSatisfiedChannel；:106-130 遍历 autoGroups，channel==nil 时 SetContextKey(AutoGroupIndex,i+1) 并 SetRetry(0) continue 切下一组",两组各两优先级、RetryTimes=3 时：retry0/1 走 GroupA 两优先级，GroupA 耗尽后切 GroupB；GroupA 无该模型渠道时直接跳 GroupB,"TokenGroup=auto 时若 GetAutoGroups()为空返回""auto groups is not enabled""；切组时重置 param.Retry=0、AutoGroupRetryIndex=0；priorityRetry 在新组归零(channel_select.go:113-114)",FC-070
F-2036,令牌级跨分组重试开关(仅 auto 分组有效),跨分组重试,user,P1,令牌配置 CrossGroupRetry 且用 auto 分组,开启后当前组优先级耗尽即准备切下一组，本次仍用当前组，下次重试用下一组,"Token(CrossGroupRetry),ContextKeyTokenCrossGroupRetry","service/channel_select.go:98 读 ContextKeyTokenCrossGroupRetry；:137-147 crossGroupRetry 且 priorityRetry>=RetryTimes 时 SetContextKey(AutoGroupIndex,i+1)+SetRetry(0)+ResetRetryNextTry()",令牌开启 CrossGroupRetry 时 GroupA 重试达 RetryTimes 后下一次切到 GroupB；未开启则不跨组,仅 auto 分组生效(REPO-INSPECTION D10 model/token.go CrossGroupRetry 注释)；本次请求仍用当前组、下次重试才切组(ResetRetryNextTry 防止本次切组计数错乱),FC-071
F-2037,全局重试次数配置(RetryTimes),跨分组重试,admin,P1,系统选渠道重试循环,以 common.RetryTimes 作为单分组内优先级降级/重试上限,RetryParam(Retry),service/channel_select.go:137 priorityRetry>=common.RetryTimes 判断耗尽；REPO-INSPECTION D10 common.RetryTimes,设 RetryTimes=3 时单组最多按 priority0..3 降级；达到后(配合跨组开关)切组或终止,RetryTimes 控制单组内 priorityRetry 上限；与 CrossGroupRetry 联动决定耗尽后是切组还是失败返回；仅管理员可配置,FC-072
F-2038,倍率计费(model_ratio×group_ratio×completion_ratio),计费与额度,system,P0,relay 请求结算,按 模型倍率×分组倍率×补全倍率 计算消耗额度，补全 token 单独乘 completion_ratio,"Log,UseData,TokenParams","REPO-INSPECTION D8 setting/ratio_setting/{model_ratio,group_ratio}.go；FEATURE-CANDIDATES FC-055 model_ratio×group_ratio×completion_ratio",同 token 数下分组倍率 1.25 比 1.0 多扣 25%；补全 token 按 completion_ratio 加权计费,group_ratio 由用户分组决定；completion_ratio 仅作用于补全 token；最终额度=Σ(分类 token×对应倍率)×QuotaPerUnit,FC-055
F-2039,缓存倍率计费(cache_ratio/exposed_cache),计费与额度,system,P1,请求含缓存命中 token,对缓存读/缓存创建 token 按 cache_ratio 单独计价，可对外暴露,Usage(PromptTokensDetails.CachedTokens/CachedCreationTokens),service/tiered_settle.go:24-31 cr=CachedTokens、cc5m=CachedCreationTokens、cc1h(anthropic 时 ClaudeCacheCreation1hTokens)；REPO-INSPECTION D8 cache_ratio.go,缓存读 token 按 cache_ratio<1 计费低于普通 prompt；anthropic 渠道区分 5m/1h 缓存创建,表达式引用 cr/cc/cc1h 时这些 token 从 p 中扣除避免重复计价(tiered_settle.go:46-67)；anthropic 用 1h/5m 缓存创建字段，其余用 CachedCreationTokens,FC-056
F-2040,表达式/阶梯计费(billingexpr 变量与函数),计费与额度,admin,P1,管理员为模型配置表达式计费,用单条表达式定义全部计价逻辑，支持 p/c/cr/cc/img/ai/ao/len 变量与 tier/param/header/has/hour 函数，按 len 判档,billingexpr.TokenParams(P/C/Len/CR/CC/CC1h/Img/ImgO/AI/AO),service/tiered_settle.go:21-89 BuildTieredTokenParams 构造 P/C/Len/CR/CC/CC1h/Img/ImgO/AI/AO；AGENTS.md Rule7 + pkg/billingexpr/expr.md 变量函数说明,配置 tier 按 len 分档表达式后，输入长度跨阈值时单价切档；p/c 在引用子类变量时自动排除该子类,p/c 自动排除已单独计价子类(GPT 格式 prompt 含全部子类需扣减，Claude 格式为纯文本)；表达式版本化 v1:；负值归零(tiered_settle.go:70-75),FC-057
F-2041,阶梯计费结算(TryTieredSettle 用冻结快照),计费与额度,system,P0,上游返回真实 token 后结算,读取请求前冻结的 TieredBillingSnapshot 用真实 token 重算额度，仅 tiered_expr 模式生效,RelayInfo.TieredBillingSnapshot(BillingMode/GroupRatio/QuotaPerUnit/EstimatedTier),service/tiered_settle.go:91-99 TryTieredSettle 检查 snap.BillingMode==tiered_expr 否则返回 ok=false 走旧逻辑；price_test.go:57-61 QuotaToPreConsume/EstimatedTier 断言,tiered_expr 模式请求结算时用快照重算实际额度；非 tiered_expr 模式 TryTieredSettle 返回 false 由调用方走原计费,结算用请求前冻结快照(避免倍率中途变更影响)；snap==nil 或非 tiered_expr 不接管；流式估算档位 EstimatedTier 记录于快照,FC-058
F-2042,预扣额度(pre-consume)与多退少不补,计费与额度,system,P0,请求转发前预估扣费,按估算 token 校验并冻结额度，请求失败全额返还，成功后按真实 token 结算差额(多退少不补),"RelayInfo(FinalPreConsumedQuota),User(Quota),Token(Quota)",service/pre_consume_quota.go:33-79 PreConsumeQuota 校验 userQuota>0 且足额、扣减用户额度记 FinalPreConsumedQuota；:17-29 ReturnPreConsumedQuota 失败时 PostConsumeQuota(-FinalPreConsumedQuota),"余额不足时返回 403""预扣费额度失败""并跳过重试；请求失败异步返还预扣额度；高信任额度令牌跳过预扣","userQuota<=0 返回 403""额度不足""(SkipRetry+NoRecordErrorLog)；userQuota-preConsumed<0 返回 403；userQuota>TrustQuota 且令牌额度>TrustQuota 时信任令牌跳过预扣(preConsumedQuota=0)；无限额度令牌额度充足时不预扣",FC-059
F-2043,倍率配置管理与同步(ratio_config/ratio_sync),计费与额度,admin,P2,管理员配置或同步倍率,管理模型/分组/缓存倍率配置并支持从远端同步,ratio_setting,FEATURE-CANDIDATES FC-060 controller/ratio_config.go、ratio_sync.go；REPO-INSPECTION D8 ratio_config/ratio_sync,修改 model_ratio 后新请求按新倍率计费；ratio_sync 从远端拉取后本地倍率更新,仅管理员可改倍率；同步覆盖本地配置前可预览,FC-060
F-2044,充值与余额查询(多支付渠道),计费与额度,user,P1,用户发起充值,通过支持的支付渠道充值并写入额度，查询当前余额,"TopUp,User(Quota)",FEATURE-CANDIDATES FC-061 controller/topup.go、model/topup.go；REPO-INSPECTION D8 充值多支付渠道,充值成功后用户 Quota 增加对应额度；余额查询返回当前剩余额度,充值需经支付渠道回调确认后才入账；支付合规确认见 payment_compliance(D16),FC-061
F-2045,兑换码(Redemption 单个/批量/过期),计费与额度,admin/user,P2,管理员生成兑换码 用户兑换,管理员按 Quota 生成单个或批量兑换码，用户兑换后额度入账，过期码不可用,Redemption(Quota/Count/过期),FEATURE-CANDIDATES FC-062 model/redemption.go(Quota/批量 Count/过期)；REPO-INSPECTION D8,批量生成 N 个兑换码各含 Quota；用户兑换有效码额度入账，兑换已用/过期码失败,兑换码兑换后置为已用不可重复兑换；过期码拒绝兑换；生成仅管理员可操作,FC-062
F-2046,订阅计划与订单(SubscriptionPlan/Order/UserSubscription),计费与额度,user,P1,用户订阅计划,创建订阅订单并生成 UserSubscription，状态在 active/expired/cancelled 间流转,"SubscriptionPlan,SubscriptionOrder,UserSubscription(Status/StartTime/EndTime)",model/subscription.go:254-263 UserSubscription(Status active/expired/cancelled，EndTime)；:813-838 GetAllActiveUserSubscriptions/HasActiveUserSubscription 以 status=active AND end_time>now 判活,订阅成功生成 status=active 的 UserSubscription；end_time 过期后不计入活跃订阅；管理员作废置 cancelled,活跃判定= status=active AND end_time>now(subscription.go:819)；AdminInvalidateUserSubscription 置 status=cancelled 且 end_time=now 立即结束(subscription.go:892-909)；存在不允许钱包溢出的活跃订阅时阻止用钱包兜底(allow_wallet_overflow=false，:844-856),FC-063
F-2047,订阅预扣/退款记录(SubscriptionPreConsumeRecord),计费与额度,system,P1,订阅维度请求结算,按 BillingSource=subscription 从订阅项预扣额度并记录 consumed/refunded，失败退回,"SubscriptionPreConsumeRecord(consumed/refunded),UserSubscription",service/quota.go:406-410 PostConsumeQuota 按 BillingSource==BillingSourceSubscription 从订阅项结算；REPO-INSPECTION D8 SubscriptionPreConsumeRecord consumed|refunded,订阅用户请求成功记 consumed；请求失败对应预扣记录置 refunded 并退回订阅额度,BillingSource=subscription 时从订阅项扣减(SubscriptionId 必须>0，quota.go:409-410)；预扣记录 consumed 后失败转 refunded；wallet 兜底受 allow_wallet_overflow 约束,FC-064
F-2048,公开价格页/模型价格暴露,计费与额度,visitor,P2,访客访问价格页,按 expose_ratio 配置对外暴露各模型价格(含可暴露缓存倍率),ratio_setting(expose_ratio/exposed_cache),FEATURE-CANDIDATES FC-065 controller/pricing.go expose_ratio/pricing；REPO-INSPECTION D8 expose_ratio.go/exposed_cache.go /api/pricing,价格页返回各模型对外倍率；标记可暴露缓存倍率的模型展示 cache 价格,仅暴露 expose_ratio 标记可见的模型价格；exposed_cache 控制缓存倍率是否对外展示；无需登录可访问,FC-065
F-3001,创建令牌（生成唯一明文 key + 校验额度区间与令牌数量上限）,令牌管理,user,P0,用户在控制台点击「新建令牌」提交表单,生成唯一 sk- 前缀 key 并写入 Token 表,Token,controller/token.go AddToken：GenerateKey()、maxQuotaValue=1000000000*QuotaPerUnit、operation_setting.GetMaxUserTokens() 校验,非无限额度时 RemainQuota<0 返回 MsgTokenQuotaNegative；RemainQuota>10亿*QuotaPerUnit 返回 MsgTokenQuotaExceedMax；令牌数达上限返回「已达到最大令牌数量限制(N)」；成功后 DB 中存在该 key,Name>50 字符拒绝(MsgTokenNameTooLong)；UserAuth 中间件保护；UnlimitedQuota=true 时跳过额度校验,FC-073
F-3002,令牌列表分页查询（key 自动打码）,令牌管理,user,P0,用户进入令牌管理页,返回当前用户令牌分页列表且 key 字段已脱敏,Token,"controller/token.go GetAllTokens 调 buildMaskedTokenResponses；model/token.go GetAllUserTokens(user_id 过滤, Order id desc)",返回项 key 形如 abcd**********wxyz（MaskTokenKey）；仅返回 user_id=当前用户的令牌；分页 total 与 page_size 正确,key<=4 全打码、<=8 保留首尾2位；列表不泄露完整 key,FC-073
F-3003,令牌关键词/前缀搜索（SQL LIKE 注入防护 + 强制截断）,令牌管理,user,P0,用户在令牌页输入关键词或 token 串搜索,返回匹配的令牌分页结果,Token,model/token.go SearchUserTokens(searchHardLimit=100)、sanitizeLikePattern 用 ! 作 ESCAPE 字符,连续 %% 被拒绝；% 超过 2 个被拒绝；含 % 时去 % 后关键词需≥2 字符；limit>100 被强制截断为 100,SearchRateLimit 中间件限流(api-router.go /token/search)；仅搜索当前用户令牌,FC-073
F-3004,获取单个令牌明文 key（限流 + 禁缓存保护）,令牌管理,user,P0,用户点击复制完整 key,返回该令牌完整明文 key,Token,controller/token.go GetTokenKey 返回 token.GetFullKey()；api-router.go POST /token/:id/key 挂 CriticalRateLimit()+DisableCache(),返回 key 为完整未打码值；非本人令牌(GetTokenByIds 带 userId)取不到；高频调用被 CriticalRateLimit 拦截,DisableCache 中间件禁止响应被缓存；越权访问他人令牌返回错误,FC-074
F-3005,批量获取令牌明文 key（数量上限 100）,令牌管理,user,P1,用户多选令牌后点击批量导出 key,返回 id 到 key 的映射,Token,controller/token.go GetTokenKeysBatch：len(Ids)>100 返回 MsgBatchTooMany{Max:100}；model/token.go GetTokenKeysByIds Select(id+commonKeyCol),ids 为空返回 MsgInvalidParams；ids>100 返回上限错误；返回 keysMap 仅含本人令牌的完整 key,CriticalRateLimit+DisableCache 保护；GetTokenKeysByIds 带 userId 过滤越权,FC-074
F-3006,更新令牌（含仅改状态 status_only 与启用前合法性校验）,令牌管理,user,P0,用户编辑令牌或切换启用/禁用,更新 Token 字段或仅状态并返回打码后令牌,Token,controller/token.go UpdateToken：status_only 分支只改 Status；启用时校验 TokenStatusExpired/TokenStatusExhausted,已过期令牌(ExpiredTime<=now 且≠-1)启用返回 MsgTokenExpiredCannotEnable；额度耗尽且非无限启用返回 MsgTokenExhaustedCannotEable；status_only 模式不覆盖其他字段,Name>50 拒绝；RemainQuota 越界校验同创建；仅本人令牌可改,FC-073
F-3007,删除令牌 / 批量删除令牌,令牌管理,user,P1,用户删除单个或多选删除令牌,软删除令牌记录并返回删除数量,Token,controller/token.go DeleteToken 调 DeleteTokenById；DeleteTokenBatch 调 model.BatchDeleteTokens(ids+userId)；model/token.go gorm.DeletedAt 软删除,单删成功 success=true；批量删返回实际删除 count；ids 为空返回 MsgInvalidParams,DeletedAt 软删除而非物理删；BatchDeleteTokens 带 userId 防越权删他人令牌,FC-073
F-3008,令牌额度与过期时间管理（无限额度 / -1 永不过期）,令牌管理,user,P0,创建或编辑令牌时设置额度与有效期,持久化 RemainQuota/UnlimitedQuota/ExpiredTime,Token,model/token.go Token.ExpiredTime gorm default:-1（注释 -1 means never expired）、UnlimitedQuota bool、RemainQuota,ExpiredTime=-1 时 GetTokenStatus 返回 expires_at=0；UnlimitedQuota=true 时不做额度上下限校验；RemainQuota 持久化正确,-1 表示永不过期需在状态查询与启用校验中正确识别,FC-075
F-3009,令牌模型白名单（ModelLimits 开关 + 列表）,令牌管理,user,P1,用户为令牌配置可调用模型范围,限制该令牌仅可访问白名单内模型,Token,model/token.go ModelLimitsEnabled bool / ModelLimits text、IsModelLimitsEnabled()、GetModelLimitsMap()；controller/token.go AddToken 写入 ModelLimits,ModelLimitsEnabled=true 时 GetModelLimitsMap 返回允许模型布尔表；白名单外模型应被拒；Enabled=false 时不限制,ModelLimits 以 text 存储 JSON；GetTokenUsage 暴露 model_limits/model_limits_enabled 给上游,FC-076
F-3010,令牌 IP 白名单（AllowIps 多行解析）,令牌管理,user,P1,用户为令牌配置允许来源 IP,限制该令牌仅可从白名单 IP 调用,Token,model/token.go AllowIps *string、GetIpLimits() 按换行符切分并去空格去逗号,多行 IP 按换行解析为列表；空白/逗号被清理；AllowIps 为 nil 或空串返回空列表（不限制）,AllowIps 指针类型默认空串；空列表语义为不做 IP 限制,FC-077
F-3011,令牌按分组绑定（Group + 跨分组重试开关）,令牌管理,user,P1,用户为令牌指定可用分组,令牌请求按该分组路由渠道,Token,model/token.go Group default 空串、CrossGroupRetry bool（注释：跨分组重试，仅auto分组有效）；controller/token.go AddToken/UpdateToken 写 Group/CrossGroupRetry,令牌 Group 字段持久化；CrossGroupRetry 仅在 Group=auto 时生效；非 auto 分组该开关无效果,跨分组重试与 D10 auto 分组逻辑联动；普通分组忽略该标志,FC-078
F-3012,令牌用量查询（OpenAI 兼容 credit_summary / token_usage）,令牌管理,user,P1,外部客户端用令牌 key 查询用量,返回额度授予/已用/可用与过期时间,Token,controller/token.go GetTokenUsage 解析 Bearer 去 sk- 前缀；GetTokenStatus 返回 object=credit_summary；api-router.go /usage/token 挂 TokenAuthReadOnly,无 Authorization 头返回 401；非 bearer 格式返回 401；total_granted=RemainQuota+UsedQuota、total_used=UsedQuota；expires_at=-1 归零,TokenAuthReadOnly 中间件只读鉴权；key 无效返回 MsgTokenGetInfoFailed,FC-079
F-3013,模型元数据列表（分页 + 供应商计数填充）,模型元数据,admin,P1,管理员进入模型管理页,返回模型元数据分页列表及各供应商模型计数,ModelMeta,controller/model_meta.go GetAllModelsMeta：enrichModels 批量填充、GetVendorModelCounts()；api-router.go /models 挂 AdminAuth,返回 items/total/vendor_counts；enrichModels 避免 N+1 填充端点/渠道/分组/计费类型；分页参数正确,AdminAuth 中间件保护（仅管理员）,FC-080
